title;abstract;group
stroke and pe: cardiac connections;Hypothesis: metformin improves dementia outcomes via arterial pathways. Methods: randomized controlled trial with 499 cancer patients, measuring bundle branch block and stroke. Results: reduction in adverse events. Conclusion: treatment optimization.;cardiovascular
Corneal ulcers associated with aerosolized crack cocaine use.;PURPOSE: We report 4 cases of corneal ulcers associated with drug abuse. The pathogenesis of these ulcers and management of these patients are also reviewed. METHODS: Review of all cases of corneal ulcers associated with drug abuse seen at our institution from July 2006 to December 2006. RESULTS: Four patients with corneal ulcers associated with crack cocaine use were reviewed. All corneal ulcers were cultured, and the patients were admitted to the hospital for intensive topical antibiotic treatment. Each patient received comprehensive health care, including medical and substance abuse consultations. Streptococcal organisms were found in 3 cases and Capnocytophaga and Brevibacterium casei in 1 patient. The infections responded to antibiotic treatment. Two patients needed a lateral tarsorrhaphy for persistent epithelial defects. CONCLUSIONS: Aerosolized crack cocaine use can be associated with the development of corneal ulcers. Drug abuse provides additional challenges for management. Not only treatment of their infections but also the overall poor health of the patients and increased risk of noncompliance need to be addressed. Comprehensive care may provide the patient the opportunity to discontinue their substance abuse, improve their overall health, and prevent future corneal complications.;neurological
Molecular analysis in familial neurohypophyseal diabetes insipidus: early diagnosis of an asymptomatic carrier.;Familial neurohypophyseal diabetes insipidus ( FNDI ) is an inherited deficiency of the hormone arginine vasopressin ( AVP ) and is transmitted as an autosomal dominant trait . In the present study we have analyzed the AVP-neurophysin II ( AVP-NPII ) gene in a Spanish kindred . Studies were performed on seven members ( four clinically affected ) of the family . Patients were diagnosed at the Hospital Universitario Gregorio Maranon ( Madrid , Spain ) . The entire coding region of the AVP-NPII gene of all family members was amplified by PCR and sequenced . All affected individuals presented a missense mutation ( G1757-- > A ) that replaces glycine at position 23 with arginine within the NPII domain . The substitution was confirmed by restriction endonuclease analysis and was present in heterozygosis . Additionally , one of the asymptomatic relatives ( a girl 8 months old at the time of study ) was identified as carrier of the same mutation and developed the disease 3 months later . The alteration found in the second exon of the gene in this family seems to be responsible for the disease , as all individuals harboring the mutation had been previously diagnosed or have eventually developed FNDI . Identification of the molecular defect underlying FNDI in affected families is a powerful tool for early asymptomatic diagnosis in infants . .;neurological
Investigation of thermoregulatory characteristics in patients with Prader-Willi syndrome.;A survey instrument is used to assess temperature regulation characteristics in children with Prader-Willi syndrome ( PWS ) compared to 3 control groups  sibs of PWS patients ( SIB ) , neurodevelopmentally handicapped children ( ND ) , and age and gender matched well children ( WC ) . Significant differences were found between PWS patients , SIB controls , and WC controls in the prevalence of febrile convulsions , fever-associated symptoms , and temperature less than 94 degrees F . No differences were noted in any variable between the PWS patients and the ND controls , suggesting that these abnormalities are not unique to PWS , but can occur in any neurodevelopmentally handicapped individual , further suggesting these do not necessarily reflect syndrome-specific hypothalamic abnormalities . .;neurological
Acute confusion induced by a high-dose infusion of 5-fluorouracil and folinic acid.;A 61-year-old man was treated with combination chemotherapy incorporating cisplatinum, etoposide, high-dose 5-fluorouracil (2,250 mg/m2/24 hours) and folinic acid for an inoperable gastric adenocarcinoma. He developed acute neurologic symptoms of mental confusion, disorientation and irritability, and then lapsed into a deep coma, lasting for approximately 40 hours during the first dose (day 2) of 5-fluorouracil and folinic acid infusion. This complication reappeared on day 25 during the second dose of 5-fluorouracil and folinic acid, which were then the only drugs given. Because folinic acid was unlikely to be associated with this condition, neurotoxicity due to high-dose 5-fluorouracil was highly suspected. The pathogenesis of 5-fluorouracil neurotoxicity may be due to a Krebs cycle blockade by fluoroacetate and fluorocitrate, thiamine deficiency, or dihydrouracil dehydrogenase deficiency. High-dose 5-fluorouracil/folinic acid infusion therapy has recently become a popular regimen for various cancers. It is necessary that both oncologists and neurologists be fully aware of this unusual complication.;neurological|oncological
Pubertal exposure to Bisphenol A increases anxiety-like behavior and decreases acetylcholinesterase activity of hippocampus in adult male mice.;The negative effects of Bisphenol A (BPA) on neurodevelopment and behaviors have been well established. Acetylcholinesterase (AChE) is a regulatory enzyme which is involved in anxiety-like behavior. This study investigated behavioral phenotypes and AChE activity in male mice following BPA exposure during puberty. On postnatal day (PND) 35, male mice were exposed to 50mg BPA/kg diet per day for a period of 35 days. On PND71, a behavioral assay was performed using the elevated plus maze (EPM) and the light/dark test. In addition, AChE activity was measured in the prefrontal cortex, hypothalamus, cerebellum and hippocampus. Results from our behavioral phenotyping indicated that anxiety-like behavior was increased in mice exposed to BPA. AChE activity was significantly decreased in the hippocampus of mice with BPA compared to control mice, whereas no difference was found in the prefrontal cortex, hypothalamus and cerebellum. Our findings showed that pubertal BPA exposure increased anxiety-like behavior, which may be associated with decreased AChE activity of the hippocampus in adult male mice. Further studies are necessary to investigate the cholinergic signaling of the hippocampus in PBE induced anxiety-like behaviors.;neurological
Hepatocellular carcinoma in Fanconi's anemia treated with androgen and corticosteroid.;The case of an 11-year-old boy is reported who was known to have Fanconi's anemia for 3 years and was treated with androgens, corticosteroids and transfusions. Two weeks before his death he was readmitted because of aplastic crisis with septicemia and marked abnormalities in liver function and died of hemorrhagic bronchopneumonia. At autopsy peliosis and multiple hepatic tumors were found which histologically proved to be well-differentiated hepatocellular carcinoma. This case contributes to the previous observations that non-metastasizing hepatic neoplasms and peliosis can develop in patients with androgen- and corticosteroid-treated Fanconi's anemia.;neurological|hepatorenal|oncological
ventricle and lung cancer: vascular insights;Aim: To investigate beta-blockers effects on heart disease through diastolic analysis. Methods: 159 cancer patients underwent longitudinal evaluation with systolic and pulmonary valve assessment. Results: favorable safety profile. Conclusion: treatment optimization.;cardiovascular
Spironolactone-induced renal insufficiency and hyperkalemia in patients with heart failure.;BACKGROUND: A previous randomized controlled trial evaluating the use of spironolactone in heart failure patients reported a low risk of hyperkalemia (2%) and renal insufficiency (0%). Because treatments for heart failure have changed since the benefits of spironolactone were reported, the prevalence of these complications may differ in current clinical practice. We therefore sought to determine the prevalence and clinical associations of hyperkalemia and renal insufficiency in heart failure patients treated with spironolactone. METHODS: We performed a case control study of heart failure patients treated with spironolactone in our clinical practice. Cases were patients who developed hyperkalemia (K(+) >5.0 mEq/L) or renal insufficiency (Cr >or=2.5 mg/dL), and they were compared to 2 randomly selected controls per case. Clinical characteristics, medications, and serum chemistries at baseline and follow-up time periods were compared. RESULTS: Sixty-seven of 926 patients (7.2%) required discontinuation of spironolactone due to hyperkalemia (n = 33) or renal failure (n = 34). Patients who developed hyperkalemia were older and more likely to have diabetes, had higher baseline serum potassium levels and lower baseline potassium supplement doses, and were more likely to be treated with beta-blockers than controls (n = 134). Patients who developed renal insufficiency had lower baseline body weight and higher baseline serum creatinine, required higher doses of loop diuretics, and were more likely to be treated with thiazide diuretics than controls. CONCLUSIONS: Spironolactone-induced hyperkalemia and renal insufficiency are more common in our clinical experience than reported previously. This difference is explained by patient comorbidities and more frequent use of beta-blockers.;cardiovascular|hepatorenal
hypertension and polyuria: organ interplay;Purpose: This cross-sectional study examined statins for cancer in diabetic patients. The investigation included analysis of alt, gallstone, and anuria. Methods: 488 participants were included. Results: improved disease management. Implications: cost-effectiveness implications.;hepatorenal
cardiomyopathy pathways in heart failure;Purpose: This cross-sectional study examined aspirin for diabetes in cardiac patients. The investigation included analysis of convulsion, sinoatrial node, and white matter. Methods: 149 participants were included. Results: better quality of life measures. Implications: need for further investigation.;neurological|cardiovascular
Methamphetamine causes alterations in the MAP kinase-related pathways in the brains of mice that display increased aggressiveness.;Aggressive behaviors have been reported in patients who suffer from some psychiatric disorders, and are common in methamphetamine (METH) abusers. Herein, we report that multiple (but not single) injections of METH significantly increased aggressiveness in male CD-1 mice. This increase in aggressiveness was not secondary to METH-induced hyperactivity. Analysis of protein expression using antibody microarrays and Western blotting revealed differential changes in MAP kinase-related pathways after multiple and single METH injections. There were statistically significant (p<0.05) decreases in MEK1, Erk2p, GSK3alpha, 14-3-3e, and MEK7 in the striata of mice after multiple injections of METH. MEK1 was significantly decreased also after a single injection of METH, but to a much lesser degree than after multiple injections of METH. In the frontal cortex, there was a statistically significant decrease in GSK3alpha after multiple (but not single) injections of METH. These findings suggest that alterations in MAP kinase-related pathways in the prefronto-striatal circuitries might be involved in the manifestation of aggressive behaviors in mice.;neurological
Cerebellar sensory processing alterations impact motor cortical plasticity in Parkinson's disease: clues from dyskinetic patients.;The plasticity of primary motor cortex (M1) in patients with Parkinson's disease (PD) and levodopa-induced dyskinesias (LIDs) is severely impaired. We recently reported in young healthy subjects that inhibitory cerebellar stimulation enhanced the sensorimotor plasticity of M1 that was induced by paired associative stimulation (PAS). This study demonstrates that the deficient sensorimotor M1 plasticity in 16 patients with LIDs could be reinstated by a single session of real inhibitory cerebellar stimulation but not sham stimulation. This was evident only when a sensory component was involved in the induction of plasticity, indicating that cerebellar sensory processing function is involved in the resurgence of M1 plasticity. The benefit of inhibitory cerebellar stimulation on LIDs is known. To explore whether this benefit is linked to the restoration of sensorimotor plasticity of M1, we conducted an additional study looking at changes in LIDs and PAS-induced plasticity after 10 sessions of either bilateral, real inhibitory cerebellar stimulation or sham stimulation. Only real and not sham stimulation had an antidyskinetic effect and it was paralleled by a resurgence in the sensorimotor plasticity of M1. These results suggest that alterations in cerebellar sensory processing function, occurring secondary to abnormal basal ganglia signals reaching it, may be an important element contributing to the maladaptive sensorimotor plasticity of M1 and the emergence of abnormal involuntary movements.;neurological
